name,age,net_worth_million_usd,industries,country,self_made,gender
Ursula Hutter-Schleicher,69,3503.16,Manufacturing,Germany,False,F
Luo Yuhao,36,3500.0,Technology,China,True,M
Chao Yung-Tsang,70,3496.58,Manufacturing,Taiwan,True,M
Neil Shen,58,3493.9,Finance & Investments,China,True,M
Michael Latifi,63,3485.17,Food & Beverage,Canada,True,M
Gilles Martin,62,3483.59,Healthcare,France,True,M
Udo Schütz & family,89,3481.66,Manufacturing,Germany,True,M
Qiu Wensheng,53,3477.66,Manufacturing,China,True,M
Peter Sondakh,76,3477.46,Finance & Investments,Indonesia,True,M
Jacques D'Amours,69,3472.01,Fashion & Retail,Canada,True,M
Bom Kim,47,3465.78,Technology,United States,True,M
Sergio Stevanato & family,83,3462.66,Healthcare,Italy,True,M
Vincent McMahon,80,3456.22,Sports,United States,True,M
Howard Schultz,72,3453.28,Food & Beverage,United States,True,M
Travis Boersma,55,3450.17,Food & Beverage,United States,True,M
Georg von Opel,59,3445.54,Finance & Investments,Switzerland,False,M
Catheline Perier D'Ieteren,81,3432.63,Automotive,Belgium,False,F
Christian Haub,61,3430.71,Fashion & Retail,Germany,False,M
Richard Peery,87,3430.37,Real Estate,United States,True,M
Susan Alfond,80,3427.94,Fashion & Retail,United States,False,F
Ted Alfond,81,3427.94,Fashion & Retail,United States,False,M
Bill Alfond,77,3427.87,Fashion & Retail,United States,False,M
Ankur Jain,36,3423.37,Finance & Investments,United States,True,M
Karsanbhai Patel,82,3413.1,Diversified,India,True,M
Waleed Mohammad Al Zaabi,62,3407.55,Real Estate,United Arab Emirates,True,M
Niva Gurevitch,54,3403.25,Finance & Investments,Israel,False,F
Tali Griffel,40,3403.25,Finance & Investments,Israel,False,F
Sanjiv Goenka,65,3401.83,Diversified,India,False,M
Eva Maria Bucher-Haefner,69,3400.0,Technology,Switzerland,False,F
Gwynne Shotwell,62,3400.0,Technology,United States,True,F
Parker Conrad,46,3400.0,Technology,United States,True,M
Martin Lau,53,3396.37,Technology,Hong Kong,True,M
Michiel Le Roux,76,3395.47,Finance & Investments,South Africa,True,M
Jack Gance,80,3393.72,Healthcare,Australia,True,M
Felix Baker,57,3392.59,Finance & Investments,United States,True,M
Julian Baker,59,3392.59,Finance & Investments,United States,True,M
Keith Dunleavy & family,56,3389.0,Healthcare,United States,True,M
Xie Weitong,69,3384.25,Metals & Mining,Taiwan,True,M
Gang Ye,45,3384.15,Media & Entertainment,Singapore,True,M
Jack Cockwell,85,3383.0,Finance & Investments,Canada,True,M
Zhang Tao,53,3378.88,Fashion & Retail,China,True,M
Roberto Irineu Marinho,78,3376.74,Media & Entertainment,Brazil,False,M
Mário Araripe,71,3374.04,Energy,Brazil,True,M
Peter Beck,49,3372.7,Technology,New Zealand,True,M
Prathap Reddy,94,3365.36,Healthcare,India,True,M
Vivek Jain,70,3355.74,Manufacturing,India,False,M
Sean Parker,46,3355.56,Technology,United States,True,M
Warren Stephens,69,3355.53,Finance & Investments,United States,False,M
Augusto Perfetti,79,3354.4,Food & Beverage,Italy,False,M
Xue Min,69,3348.27,Healthcare,China,True,M
Segolene Gallienne,48,3343.07,Manufacturing,Belgium,False,F
B. Partha Saradhi Reddy,72,3335.95,Healthcare,India,True,M
Sam Altman,40,3333.53,Finance & Investments,United States,True,M
William Hockey,36,3332.0,Finance & Investments,United States,True,M
Ma Yunsheng,63,3327.1,Diversified,China,True,M
Todd Wanek,62,3318.7,Manufacturing,United States,False,M
Mark Davis,70,3316.8,Sports,United States,False,M
Thomas James,83,3299.55,Finance & Investments,United States,False,M
Gerry Harvey,86,3298.76,Fashion & Retail,Australia,True,M
E. Joe Shoen,76,3292.22,Automotive,United States,False,M
Xiao Hongxing,59,3291.09,Manufacturing,China,True,M
David Zalik,52,3284.08,Technology,United States,True,M
Alan Howard,62,3278.5,Finance & Investments,United Kingdom,True,M
Shiv Kishan Agrawal,85,3278.3,Food & Beverage,India,False,M
Zhou Xiaoping,64,3273.72,Manufacturing,China,True,F
P.V. Ramprasad Reddy,68,3273.64,Healthcare,India,True,M
Wang Yun'an,40,3269.92,Food & Beverage,China,True,M
Jay Paul,78,3267.01,Real Estate,United States,True,M
Ryan Smith,47,3264.0,Technology,United States,True,M
Wilhelm Beier & family,70,3253.44,Healthcare,Germany,True,M
Theo Roussis,72,3252.11,Manufacturing,Belgium,False,M
Lawrence Golub,66,3252.0,Finance & Investments,United States,True,M
Haim Saban,81,3250.11,Media & Entertainment,United States,True,M
Eric Sprott,81,3246.69,Finance & Investments,Canada,True,M
Yu Zhuyun,52,3246.69,Construction & Engineering,China,True,M
John Tyson & family,72,3243.39,Food & Beverage,United States,False,M
Sophie Luise Fielmann,31,3240.35,Manufacturing,Germany,False,F
Martin Hetzner,54,3236.74,Technology,Germany,True,M
Long Wan,85,3233.13,Food & Beverage,China,True,M
Lucio Tan,91,3227.7,Diversified,Philippines,True,M
Harish Ahuja,70,3223.86,Manufacturing,India,False,M
Jim Breyer,64,3222.39,Finance & Investments,United States,True,M
Chen Qiongxiang,65,3217.99,Energy,China,True,F
Alexandr Wang,29,3215.0,Technology,United States,True,M
Roberto Sallouti,54,3213.8,Finance & Investments,Brazil,True,M
Frank VanderSloot,77,3211.43,Fashion & Retail,United States,True,M
Tang Jie,49,3206.14,Technology,China,True,M
Kwon Hyuk-bin,52,3206.07,Media & Entertainment,South Korea,True,M
Yang Huiyan & family,44,3205.19,Real Estate,China,False,F
John Pritzker,72,3204.51,Finance & Investments,United States,False,M
Byunghoon Kim,37,3202.11,Fashion & Retail,South Korea,True,M
John Dorrance III,82,3202.0,Food & Beverage,Ireland,False,M
Henry Laufer,80,3200.0,Finance & Investments,United States,True,M
Maritsa Lazari & family,81,3199.62,Real Estate,United Kingdom,True,F
John Coates,56,3198.41,Gambling & Casinos,United Kingdom,True,M
Pierre Karl Péladeau,64,3195.49,Media & Entertainment,Canada,False,M
Wu Yingming,59,3195.44,Energy,China,True,M
Nikhil Kamath,39,3195.13,Finance & Investments,India,True,M
Howard Butt III & family,74,3195.0,Fashion & Retail,United States,False,M
Stephen Butt & family,70,3195.0,Fashion & Retail,United States,False,M
Kiran Mazumdar-Shaw,73,3193.45,Healthcare,India,True,F
Ben Navarro,63,3190.3,Finance & Investments,United States,True,M
Stephen Lansdown,73,3186.3,Finance & Investments,Guernsey,True,M
Marina Berlusconi,59,3186.16,Media & Entertainment,Italy,False,F
Pier Silvio Berlusconi,56,3186.16,Media & Entertainment,Italy,False,M
Cheng Xue,56,3184.52,Food & Beverage,China,True,F
Cho Hyun-joon,58,3183.2,Diversified,South Korea,False,M
Miriam Baumann-Blocher,51,3179.72,Manufacturing,Switzerland,False,F
William Chisholm,57,3179.2,Finance & Investments,United States,True,M
Tung Chee Hwa,88,3176.99,Logistics,Hong Kong,False,M
Chen Jiancheng,67,3172.18,Manufacturing,China,True,M
Feng Hailiang,65,3170.32,Metals & Mining,China,True,M
Frank Love,57,3170.0,Fashion & Retail,United States,False,M
Greg Love,64,3170.0,Fashion & Retail,United States,False,M
Jenny Love Meyer,60,3170.0,Fashion & Retail,United States,False,F
Laura Love,63,3170.0,Fashion & Retail,United States,False,F
Kamal Ghaffarian,68,3168.31,Energy,United States,True,M
Senapathy Gopalakrishnan,71,3166.72,Technology,India,True,M
Chen Fashu,65,3166.36,Finance & Investments,China,True,M
Dewi Kam,75,3163.29,Energy,Indonesia,True,F
Oprah Winfrey,72,3158.29,Media & Entertainment,United States,True,F
Selina Stihl,48,3156.11,Manufacturing,Germany,False,F
Wang Junshi & family,77,3151.85,Manufacturing,China,True,M
Glen Taylor,85,3146.85,Service,United States,True,M
Caroline Hagen Kjos,42,3144.52,Diversified,Norway,False,F
Gerald Ford,81,3141.26,Finance & Investments,United States,True,M
Wu Xiangdong,57,3140.08,Food & Beverage,China,True,M
Alan Trefler,70,3139.4,Technology,United States,True,M
Denis O'Brien,68,3136.94,Telecom,Ireland,True,M
Sam Gance,76,3134.15,Healthcare,Australia,True,M
Frank Blase,66,3133.91,Manufacturing,Germany,False,M
Kagemasa Kozuki,85,3129.31,Media & Entertainment,Japan,True,M
Sergei Galitsky,58,3125.4,Fashion & Retail,Russia,True,M
Duke Reyes,69,3123.0,Food & Beverage,United States,False,M
Surender Saluja,79,3120.57,Energy,India,True,M
Jurgen Wirtgen,60,3119.89,Construction & Engineering,Germany,False,M
Stefan Wirtgen,55,3119.89,Construction & Engineering,Germany,False,M
Mahima Datla,48,3118.39,Healthcare,India,False,F
Yan Zhou,38,3114.87,Food & Beverage,China,True,M
Li Hongxin & family,73,3113.3,Manufacturing,China,True,M
Eduardo Vivas,40,3107.76,Technology,United States,True,M
Ferit Faik Sahenk,62,3106.0,Diversified,Turkey,False,M
William Stone,71,3104.87,Technology,United States,True,M
George Argyros & family,89,3104.74,Real Estate,United States,True,M
Robert Friedland,75,3099.63,Metals & Mining,United States,True,M
Leena Tewari,68,3097.75,Healthcare,India,False,F
Yoshiko Mori,85,3092.23,Real Estate,Japan,False,F
Sanjit Biswas,44,3092.18,Technology,United States,True,M
Alfred Gantner,58,3091.72,Finance & Investments,Switzerland,True,M
Marcel Erni,61,3091.72,Finance & Investments,Switzerland,True,M
Urs Wietlisbach,64,3091.72,Finance & Investments,Switzerland,True,M
Barry Sternlicht,65,3091.62,Finance & Investments,United States,True,M
Robert Sands,67,3089.43,Food & Beverage,United States,False,M
Zhang Gongyun,63,3089.31,Manufacturing,China,True,M
Lin Ming-hsiung,76,3084.74,Fashion & Retail,Taiwan,True,M
Harsh Goenka,68,3083.74,Diversified,India,False,M
Chey Tae-won,65,3083.17,Technology,South Korea,False,M
Ren Yuanlin,72,3079.37,Logistics,China,True,M
Masahiro Noda,87,3073.9,Technology,Japan,True,M
Lottie Tham & family,77,3072.47,Fashion & Retail,Sweden,False,F
Rajan Raheja & family,71,3068.41,Diversified,India,False,M
Arvind Tiku,56,3063.21,Energy,India,True,M
Fernando De Leon,47,3062.4,Real Estate,United States,True,M
Arun Bharat Ram,85,3062.19,Manufacturing,India,False,M
He Xiaopeng,48,3060.84,Automotive,China,True,M
Wu Guangming,64,3057.12,Healthcare,China,True,M
Danna Azrieli,58,3051.65,Real Estate,Israel,False,F
Naomi Azrieli,60,3051.65,Real Estate,Canada,False,F
Sharon Azrieli,65,3051.65,Real Estate,Canada,False,F
Jerry Yang,57,3050.06,Technology,United States,True,M
Shmuel Harlap,81,3046.25,Automotive,Israel,False,M
Phillip T. (Terry) Ragon,76,3045.35,Technology,United States,True,M
Ge Weidong,57,3044.02,Finance & Investments,Hong Kong,True,M
John Paul DeJoria,82,3032.37,Fashion & Retail,United States,True,M
Qiu Guanghe & family,74,3031.47,Fashion & Retail,China,True,M
Liu Jingkang,34,3031.38,Manufacturing,China,True,M
J. Tomilson Hill,77,3022.07,Finance & Investments,United States,True,M
Yuji Otsuka,72,3020.87,Technology,Japan,False,M
Sergei Popov,54,3017.13,Finance & Investments,Russia,True,M
Deng Weiming & family,57,3015.7,Manufacturing,China,True,M
Choo Chong Ngen,73,3015.18,Real Estate,Singapore,True,M
Ye Qiongjiu,71,3009.73,Technology,China,True,F
Susan Ocampo & family,68,3007.0,Technology,United States,True,F
Richard Chandler,67,3006.1,Finance & Investments,New Zealand,False,M
Chen Bangdong,65,3003.08,Manufacturing,China,True,M
Joel Greenberg,68,3003.0,Finance & Investments,United States,True,M
John Bicket,46,3001.19,Technology,United States,True,M
Michael S. Smith,70,3000.0,Energy,United States,True,M
Sathien Sathientham,72,2999.51,Food & Beverage,Thailand,True,M
Edward Bass,80,2994.83,Energy,United States,False,M
Zhang Ning,52,2991.91,Manufacturing,Canada,True,F
Martin Viessmann,72,2991.6,Manufacturing,Germany,False,M
Firoz Mistry,29,2990.04,Diversified,Ireland,False,M
Zahan Mistry,27,2990.04,Diversified,Ireland,False,M
Alpana Dangi,53,2989.06,Finance & Investments,India,False,F
Alberto Palatchi,76,2982.66,Fashion & Retail,Spain,True,M
Anatoly Sedykh,61,2981.55,Metals & Mining,Russia,True,M
Dmitry Pumpyansky,62,2969.37,Metals & Mining,Russia,True,M
Madhukar Parekh,79,2968.19,Manufacturing,India,False,M
Anu Aga,83,2964.88,Construction & Engineering,India,False,F
Thomas Wu,76,2962.89,Finance & Investments,Taiwan,False,M
Zhang Lei,53,2960.0,Finance & Investments,Singapore,True,M
Semahat Sevim Arsel,97,2945.96,Diversified,Turkey,False,F
Vadim Moshkovich,59,2940.65,Food & Beverage,Russia,True,M
George Alexander Muthoot,70,2940.31,Finance & Investments,India,False,M
George Jacob Muthoot,73,2940.31,Finance & Investments,India,False,M
George Thomas Muthoot,75,2940.31,Finance & Investments,India,False,M
Sara George Muthoot,66,2940.31,Finance & Investments,India,False,F
Tor Peterson,61,2938.39,Metals & Mining,United States,True,M
Balkrishan Goenka,59,2937.81,Manufacturing,India,True,M
Nicolas Berggruen,64,2934.94,Real Estate,United States,False,M
Rufino Vigil Gonzalez,77,2933.07,Metals & Mining,Mexico,True,M
Gerald Frere,74,2932.93,Manufacturing,Belgium,False,M
Deng Wen,58,2931.21,Food & Beverage,China,True,M
Jonathan Tisch,72,2930.0,Diversified,United States,False,M
Wang Changtian,61,2929.61,Media & Entertainment,China,True,M
Sebastian Glaser,47,2925.22,Technology,Germany,False,M
Gudrun Heine,71,2922.41,Healthcare,Germany,False,F
Sybill Storz,89,2922.41,Healthcare,Germany,False,F
Christina Rohde,50,2921.24,Technology,Germany,False,F
Thomas Kwok,74,2920.62,Real Estate,Hong Kong,False,M
Feridun Gecgel,55,2920.16,Diversified,Turkey,True,M
Brannin McBee,41,2918.15,Technology,United States,True,M
Wayne Rothbaum,58,2914.7,Healthcare,United States,True,M
Georgi Domuschiev,53,2913.45,Diversified,Bulgaria,True,M
Kiril Domuschiev,57,2913.45,Diversified,Bulgaria,True,M
Ajay Piramal,70,2911.38,Healthcare,India,False,M
Kei Hoi Pang,60,2911.11,Real Estate,China,True,M
John Krystynak,57,2905.0,Technology,United States,True,M
Arvind Poddar,68,2903.87,Automotive,India,False,M
Jamie Dimon,70,2903.18,Finance & Investments,United States,True,M
Ugo Gussalli Beretta & family,88,2902.84,Manufacturing,Italy,False,M
Lindsay Fox,89,2900.84,Logistics,Australia,True,M
Luca Garavoglia,57,2898.14,Food & Beverage,Italy,False,M
Karthik Sarma,51,2895.0,Finance & Investments,India,True,M
Zhang Jian,57,2894.22,Manufacturing,China,True,M
T.Y. Tsai,73,2893.23,Finance & Investments,Taiwan,False,M
Chang Kuo-Hua,71,2892.64,Logistics,Taiwan,False,M
Peter Unger,81,2892.03,Automotive,Germany,True,M
Gu Yuhua & family,76,2891.55,Manufacturing,China,True,M
Don Levin,74,2888.5,Manufacturing,United States,True,M
Kim Jun-ki,81,2888.25,Diversified,South Korea,True,M
Katarina Martinson,44,2887.66,Diversified,Sweden,False,F
Glenn Dubin,69,2884.0,Finance & Investments,United States,True,M
Lee Bass,69,2882.26,Energy,United States,False,M
Huang Shan,55,2880.43,Technology,China,True,M
Safra Catz,64,2880.19,Technology,United States,True,F
Filiz Sahenk,59,2878.25,Diversified,Turkey,False,F
Lina Tombolato,78,2875.14,Finance & Investments,Italy,False,F
Daniel Pritzker,66,2873.62,Finance & Investments,United States,False,M
Annalisa Doris,55,2869.54,Finance & Investments,Italy,False,F
Hayes Barnard,54,2867.95,Finance & Investments,United States,True,M
Massimo Doris,58,2867.94,Finance & Investments,Italy,False,M
Jin Xin,59,2866.84,Manufacturing,China,True,M
Stephen Deckoff,60,2861.4,Finance & Investments,United States,True,M
Marcel Herrmann Telles & family,76,2855.98,Food & Beverage,Brazil,True,M
Chao Teng-hsiung,81,2846.35,Real Estate,Taiwan,True,M
Craig McCaw,76,2842.76,Telecom,United States,False,M
Chung Mong-joon,74,2834.93,Manufacturing,South Korea,False,M
Sylvan Adams,67,2834.9,Real Estate,Israel,False,M
Mohamed Alabbar,69,2834.14,Diversified,United Arab Emirates,True,M
Mitchell Goldhar,64,2828.81,Real Estate,Canada,True,M
Mikhail Shelkov,57,2825.74,Metals & Mining,Russia,True,M
Philip Niarchos,72,2823.3,Diversified,Greece,False,M
Maja Oeri,71,2822.43,Healthcare,Switzerland,False,F
Jeffrey Talpins,51,2820.0,Finance & Investments,United States,True,M
Tim Cook,65,2818.85,Technology,United States,True,M
Richard Branson,75,2817.74,Diversified,United Kingdom,True,M
Tran Dinh Long,65,2817.01,Manufacturing,Vietnam,True,M
M.Satyanarayana Reddy,69,2814.05,Healthcare,India,True,M
Chen Kaixuan,67,2813.24,Manufacturing,China,True,M
Zhao Yan,59,2812.45,Diversified,China,True,F
Rodney Sacks & family,76,2807.26,Food & Beverage,United States,True,M
Jay-Z,56,2804.25,Media & Entertainment,United States,True,M
Su Hua,44,2803.25,Media & Entertainment,China,True,M
Adam Neumann,47,2802.5,Real Estate,Israel,True,M
Victor Pinchuk,65,2800.0,Metals & Mining,Ukraine,True,M
Barbara Tyson,77,2799.17,Food & Beverage,United States,False,F
David Peñaloza Alanís,52,2797.47,Construction & Engineering,Mexico,False,M
Shen Xiqiang & family,78,2797.02,Energy,China,True,M
Kwek Leng Kee,71,2795.24,Diversified,Singapore,False,M
Abdullah bin Sulaiman Al Rajhi,68,2792.89,Finance & Investments,Saudi Arabia,False,M
Alfredo Egydio Arruda Villela Filho,56,2789.15,Finance & Investments,Brazil,False,M
Ted Turner,87,2787.05,Media & Entertainment,United States,False,M
John Arnold,52,2787.0,Finance & Investments,United States,True,M
Cao Longxiang & family,68,2782.41,Healthcare,China,True,M
Larry Tanenbaum,80,2780.82,Sports,Canada,True,M
Brett Hildebrand,64,2780.0,Finance & Investments,United States,True,M
Zhang Li,73,2778.4,Real Estate,China,True,M
Francois Feuillet & family,77,2772.94,Automotive,France,False,M
Harindarpal Banga,75,2771.3,Finance & Investments,India,True,M
Amy Adams Strunk,70,2771.0,Sports,United States,False,F
Wu Guanjiang & family,57,2770.97,Healthcare,China,True,M
Mathias Doepfner,63,2770.51,Media & Entertainment,Germany,False,M
Herb Chambers,84,2764.34,Automotive,United States,True,M
Christian Latouche & family,85,2764.25,Finance & Investments,France,True,M
Manohar Lal Agarwal,71,2763.4,Food & Beverage,India,False,M
Zheng Jianjiang & family,65,2762.96,Manufacturing,China,True,M
Chi Yufeng,55,2762.5,Technology,China,False,M
Masaaki Arai,60,2760.23,Real Estate,Japan,True,M
Bernard Lewis & family,100,2759.59,Fashion & Retail,United Kingdom,True,M
William Boyd & family,94,2757.18,Gambling & Casinos,United States,True,M
Bernard Saul II & family,94,2756.95,Finance & Investments,United States,False,M
Alexis Lê-Quôc,51,2756.74,Technology,United States,True,M
Ranjan Pai,53,2755.68,Healthcare,India,False,M
Jayme Garfinkel & family,80,2753.8,Finance & Investments,Brazil,False,M
Leonard Schleifer,73,2751.33,Healthcare,United States,True,M
Peter Gassner,61,2750.88,Technology,United States,True,M
Joseph Edelman,70,2748.6,Finance & Investments,United States,True,M
Richard LeFrak & family,80,2748.25,Real Estate,United States,False,M
Stein Erik Hagen,69,2747.72,Fashion & Retail,Norway,True,M
Lirio Parisotto,72,2747.44,Finance & Investments,Brazil,True,M
Nandan Nilekani,70,2745.53,Technology,India,True,M
Huang Xiaofen & family,64,2743.18,Technology,China,True,F
Anand Deshpande,63,2735.89,Technology,India,True,M
Chen Hua & family,60,2732.93,Real Estate,China,True,M
T.S. Kalyanaraman,78,2726.55,Fashion & Retail,India,True,M
Zhu Xingming,59,2725.39,Manufacturing,China,True,M
Atul Ruia,55,2725.06,Real Estate,India,False,M
